Date,Price
3/14/2022,361.75
3/11/2022,368.65
3/10/2022,373.35
3/9/2022,420.65
3/8/2022,423.15
3/7/2022,422.65
3/4/2022,418.75
3/3/2022,370
3/2/2022,440
3/1/2022,313
2/28/2022,274.5
2/25/2022,238.6
2/24/2022,239.5
2/23/2022,237.7
2/22/2022,236.25
2/21/2022,233.85
2/18/2022,232.35
2/17/2022,232.4
2/16/2022,235.5
2/15/2022,239
2/14/2022,240
2/11/2022,245
2/10/2022,239.1
2/9/2022,239.25
2/8/2022,239.25
2/7/2022,236
2/4/2022,227.3
2/3/2022,221
2/2/2022,220.1
2/1/2022,218.1
1/31/2022,222.75
1/28/2022,227.65
1/27/2022,227.6
1/26/2022,227.8
1/25/2022,227.3
1/24/2022,225.25
1/21/2022,224.6
1/20/2022,225.65
1/19/2022,223.1
1/18/2022,221
1/17/2022,220.5
1/14/2022,216.75
1/13/2022,211.5
1/12/2022,203
1/11/2022,197.1
1/10/2022,196.5
1/7/2022,195.9
1/6/2022,196.5
1/5/2022,179.9
1/4/2022,174.1
1/3/2022,157.5
12/31/2021,169.6
12/30/2021,170.1
12/29/2021,171.1
12/28/2021,171
12/27/2021,170.1
12/24/2021,168.9
12/23/2021,169.4
12/22/2021,169.5
12/21/2021,169
12/20/2021,168.15
12/17/2021,168
12/16/2021,168.5
12/15/2021,164.75
12/14/2021,164.75
12/13/2021,164.25
12/10/2021,163.75
12/9/2021,160.1
12/8/2021,158.7
12/7/2021,154.1
12/6/2021,151.25
12/3/2021,155.25
12/2/2021,158.5
12/1/2021,157.45
11/30/2021,152
11/29/2021,159.3
11/26/2021,157.5
11/25/2021,158
11/24/2021,159
11/23/2021,157
11/22/2021,154
11/19/2021,152.5
11/18/2021,152.5
11/17/2021,150.15
11/16/2021,150.4
11/15/2021,149.35
11/12/2021,150
11/11/2021,151.5
11/10/2021,152.3
11/9/2021,160.65
11/8/2021,163
11/5/2021,155.4
11/4/2021,154.25
11/3/2021,157.5
11/2/2021,140.9
11/1/2021,145
10/29/2021,223.45
10/28/2021,223.7
10/27/2021,223.35
10/26/2021,223.35
10/25/2021,226
10/22/2021,230
10/21/2021,228.5
10/20/2021,231.5
10/19/2021,229.9
10/18/2021,239.35
10/15/2021,240
10/14/2021,245
10/13/2021,243.35
10/12/2021,242.35
10/11/2021,244.5
10/8/2021,238.6
10/7/2021,231.9
10/6/2021,242
10/5/2021,269.5
10/4/2021,240
10/1/2021,228
9/30/2021,218
9/29/2021,210.5
9/28/2021,207.7
9/27/2021,204.75
9/24/2021,181.5
9/23/2021,185.9
9/22/2021,180.5
9/21/2021,179.5
9/20/2021,177.5
9/17/2021,177.5
9/16/2021,176
9/15/2021,177.5
9/14/2021,177.45
9/13/2021,177.5
9/10/2021,177.6
9/9/2021,177.5
9/8/2021,177.35
9/7/2021,177.2
9/6/2021,178
9/3/2021,179
9/2/2021,177.5
9/1/2021,174.6
8/31/2021,174.25
8/30/2021,171.35
8/27/2021,170.95
8/26/2021,171
8/25/2021,170.75
8/24/2021,170
8/23/2021,170
8/20/2021,167.75
8/19/2021,170.9
8/18/2021,171
8/17/2021,171.45
8/16/2021,173.4
8/13/2021,172.75
8/12/2021,171.25
8/11/2021,169.4
8/10/2021,167.1
8/9/2021,167.05
8/6/2021,160.95
8/5/2021,157.25
8/4/2021,154.4
8/3/2021,152.75
8/2/2021,152.55
7/30/2021,149.75
7/29/2021,150
7/28/2021,150.1
7/27/2021,149.75
7/26/2021,149.75
7/23/2021,149.75
7/22/2021,149.75
7/21/2021,149.75
7/20/2021,149.7
7/19/2021,150
7/16/2021,148.1
7/15/2021,146
7/14/2021,144.5
7/13/2021,144.6
7/12/2021,142.25
7/9/2021,143
7/8/2021,142.25
7/7/2021,139.55
7/6/2021,140.75
7/5/2021,143.4
7/2/2021,139.25
7/1/2021,137.75
6/30/2021,134.7
6/29/2021,131
6/28/2021,128.55
6/25/2021,127.7
6/24/2021,127.5
6/23/2021,127.5
6/22/2021,127.25
6/21/2021,125.5
6/18/2021,125
6/17/2021,126
6/16/2021,125.25
6/15/2021,125
6/14/2021,125.55
6/11/2021,127
6/10/2021,126
6/9/2021,123.7
6/8/2021,122.75
6/7/2021,121.6
6/4/2021,119.75
6/3/2021,119
6/2/2021,119.95
6/1/2021,120.5
5/31/2021,118.9
5/28/2021,106
5/27/2021,105.5
5/26/2021,105.1
5/25/2021,105
5/24/2021,103.25
5/21/2021,101
5/20/2021,99.75
5/19/2021,99.1
5/18/2021,99.1
5/17/2021,98.35
5/14/2021,99
5/13/2021,101
5/12/2021,100
5/11/2021,98.7
5/10/2021,97.6
5/7/2021,96.15
5/6/2021,96.05
5/5/2021,93.8
5/4/2021,93
5/3/2021,92.8
4/30/2021,93.3
4/29/2021,92.9
4/28/2021,92.9
4/27/2021,93.1
4/26/2021,93.1
4/23/2021,93
4/22/2021,93.95
4/21/2021,93.75
4/20/2021,94
4/19/2021,94.35
4/16/2021,94.3
4/15/2021,93.5
4/14/2021,93.4
4/13/2021,93.45
4/12/2021,93.3
4/9/2021,93.1
4/8/2021,93.8
4/7/2021,94.7
4/6/2021,94.85
4/5/2021,96.5
4/1/2021,96.5
3/31/2021,96.25
3/30/2021,93.85
3/29/2021,93
3/26/2021,93.95
3/25/2021,94.5
3/24/2021,94.5
3/23/2021,94.5
3/22/2021,94
3/19/2021,92.75
3/18/2021,91
3/17/2021,90.75
3/16/2021,90.5
3/15/2021,90.5
3/12/2021,90
3/11/2021,89
3/10/2021,89
3/9/2021,88.5
3/8/2021,88
3/5/2021,87.75
3/4/2021,87.5
3/3/2021,87.95
3/2/2021,87.5
3/1/2021,85.6
2/26/2021,85.1
2/25/2021,85.5
2/24/2021,85.5
2/23/2021,85.5
2/22/2021,85.75
2/19/2021,86
2/18/2021,85.75
2/17/2021,86
2/16/2021,86.55
2/15/2021,87.05
2/12/2021,87.45
2/11/2021,87.4
2/10/2021,87.6
2/9/2021,87.3
2/8/2021,87.5
2/5/2021,86.65
2/4/2021,84.4
2/3/2021,83.75
2/2/2021,85
2/1/2021,85.65
1/29/2021,86.2
1/28/2021,86.3
1/27/2021,86.2
1/26/2021,86
1/25/2021,85.95
1/22/2021,85.9
1/21/2021,85.5
1/20/2021,85.5
1/19/2021,85
1/18/2021,86.4
1/15/2021,87.4
1/14/2021,87.25
1/13/2021,87.3
1/12/2021,86.5
1/11/2021,84.5
1/8/2021,84.3
1/7/2021,81.05
1/6/2021,79.45
1/5/2021,80.35
1/4/2021,81.2
12/31/2020,80.5
12/30/2020,81.6
12/29/2020,84.2
12/28/2020,85.35
12/24/2020,79.85
12/23/2020,79.85
12/22/2020,80
12/21/2020,79.85
12/18/2020,80
12/17/2020,79.5
12/16/2020,79.25
12/15/2020,79.5
12/14/2020,78.75
12/11/2020,77.7
12/10/2020,77.5
12/9/2020,76.6
12/8/2020,75.95
12/7/2020,76.3
12/4/2020,74.25
12/3/2020,73.55
12/2/2020,71.4
12/1/2020,70.05
11/30/2020,70.3
11/27/2020,63.9
11/26/2020,63.85
11/25/2020,63.75
