feature,importance,covariate_set,scenario
USDIDR_lag_82,0.0007831375384747508,Macro_Regional,W120_H1
GDP_lag_8,0.0007808365267970988,Macro_Regional,W120_H1
STI_lag_113,0.0007808220640858106,Macro_Regional,W120_H1
NPL_Ratio_lag_7,0.0007776518296544258,Macro_Regional,W120_H1
M2_lag_44,0.0007755313384536797,Macro_Regional,W120_H1
GDP_lag_72,0.0007723885915083615,Macro_Regional,W120_H1
BI_Rate_lag_116,0.0007711082733048853,Macro_Regional,W120_H1
US_Treasury_10Y_lag_8,0.0007709349361712424,Macro_Regional,W120_H1
US_Treasury_10Y_lag_80,0.0007692903307895788,Macro_Regional,W120_H1
USDIDR_lag_105,0.0007687699054839682,Macro_Regional,W120_H1
BI_Rate_lag_88,0.0007678246269788736,Macro_Regional,W120_H1
IHSG_lag_42,0.0007639467020225725,Macro_Regional,W120_H1
M2_lag_60,0.0007636868809412391,Macro_Regional,W120_H1
IHSG_lag_35,0.000763646998177865,Macro_Regional,W120_H1
IHSG_lag_66,0.00076360705291764,Macro_Regional,W120_H1
CPI_lag_60,0.0007631650427600081,Macro_Regional,W120_H1
NPL_Ratio_lag_86,0.0007630693263760835,Macro_Regional,W120_H1
US_Treasury_10Y_lag_74,0.0007628765844697508,Macro_Regional,W120_H1
